Vehicle_ID,EV_Type,State,City,Registration_Date,Daily_KM_Travelled,Battery_Capacity_kWh,Charging_Frequency_Per_Week,EV_Category,Registration_Year
VH-01026,3W-Electric,Punjab,Amritsar,26-04-2023,71.9,7.3,6,Three Wheeler,2023
VH-00533,3W-Electric,Telangana,Hyderabad,15-10-2021,36.1,8.3,5,Three Wheeler,2021
VH-00547,3W-Electric,Kerala,Kollam,03-12-2021,54.5,8.3,4,Three Wheeler,2021
VH-00749,3W-Electric,Haryana,Panipat,27-11-2023,44.9,7.3,6,Three Wheeler,2023
VH-00499,3W-Electric,Tamil Nadu,Salem,21-04-2023,70.1,7.9,6,Three Wheeler,2023
VH-00556,3W-Electric,Delhi,Noida,05-10-2021,67.5,6.6,7,Three Wheeler,2021
VH-01161,3W-Electric,Karnataka,Shivamogga,04-07-2023,37.4,8.7,7,Three Wheeler,2023
VH-00733,3W-Electric,Madhya Pradesh,Gwalior,30-05-2023,65.2,7.1,7,Three Wheeler,2023
VH-00375,3W-Electric,Delhi,Dwarka,01-12-2022,47.8,7.9,5,Three Wheeler,2022
VH-00251,3W-Electric,Uttar Pradesh,Meerut,21-04-2022,96.1,8.7,5,Three Wheeler,2022
VH-00465,3W-Electric,Uttar Pradesh,Varanasi,28-11-2022,44.6,6.7,6,Three Wheeler,2022
VH-00121,3W-Electric,Maharashtra,Mumbai,01-09-2023,59.6,8.1,6,Three Wheeler,2023
VH-00827,3W-Electric,Gujarat,Bhavnagar,30-06-2022,21,8.7,6,Three Wheeler,2022
VH-00291,3W-Electric,Maharashtra,Aurangabad,24-09-2021,40.5,8.5,6,Three Wheeler,2021
VH-00849,3W-Electric,Andhra Pradesh,Visakhapatnam,12-12-2022,26.8,6.6,4,Three Wheeler,2022
VH-00772,3W-Electric,Uttar Pradesh,Meerut,24-01-2023,56.3,8.2,3,Three Wheeler,2023
VH-00135,3W-Electric,Telangana,Warangal,12-05-2021,46.1,8.4,5,Three Wheeler,2021
VH-00057,3W-Electric,West Bengal,Asansol,15-05-2023,64.1,68.8,3,Three Wheeler,2023
VH-01096,3W-Electric,Andhra Pradesh,Kurnool,04-03-2024,72.1,6,6,Three Wheeler,2024
VH-01068,3W-Electric,Karnataka,Mysuru,04-11-2024,29.5,6.1,5,Three Wheeler,2024
VH-00958,3W-Electric,Gujarat,Surat,09-03-2022,61.3,8.4,7,Three Wheeler,2022
VH-00957,3W-Electric,Rajasthan,Jodhpur,07-04-2023,58.9,6.9,2,Three Wheeler,2023
VH-00916,3W-Electric,Uttar Pradesh,Kanpur,16-05-2024,31.7,7.8,2,Three Wheeler,2024
VH-00600,3W-Electric,West Bengal,Asansol,16-01-2024,79.5,7.4,7,Three Wheeler,2024
VH-00047,3W-Electric,Kerala,Kollam,20-04-2024,50.8,6.7,3,Three Wheeler,2024
VH-01094,3W-Electric,Kerala,Kochi,13-10-2022,41.3,8.9,5,Three Wheeler,2022
VH-01016,3W-Electric,Gujarat,Rajkot,24-11-2022,20.3,6,2,Three Wheeler,2022
VH-00348,3W-Electric,Tamil Nadu,Madurai,22-12-2021,65.5,7.2,6,Three Wheeler,2021
VH-00746,3W-Electric,Telangana,Karimnagar,23-05-2022,73.2,7.9,4,Three Wheeler,2022
VH-01044,3W-Electric,Andhra Pradesh,Guntur,24-06-2024,45.8,6.4,5,Three Wheeler,2024
VH-00023,3W-Electric,Andhra Pradesh,Guntur,04-09-2024,58.2,8.9,2,Three Wheeler,2024
VH-00776,3W-Electric,Rajasthan,Kota,02-01-2022,81,6.9,2,Three Wheeler,2022
VH-00189,3W-Electric,Maharashtra,Nagpur,27-02-2024,78.1,8.1,4,Three Wheeler,2024
VH-00803,3W-Electric,Haryana,Panipat,06-07-2021,61.5,6.5,7,Three Wheeler,2021
VH-01040,3W-Electric,Andhra Pradesh,Kurnool,18-08-2024,79.3,6.2,6,Three Wheeler,2024
VH-01106,3W-Electric,Punjab,Patiala,17-03-2021,52.3,8.8,6,Three Wheeler,2021
VH-01194,3W-Electric,Gujarat,Surat,28-06-2022,86.6,8,3,Three Wheeler,2022
VH-00828,3W-Electric,Haryana,Gurugram,25-03-2024,84.1,7.2,5,Three Wheeler,2024
VH-00581,3W-Electric,Gujarat,Vadodara,08-11-2022,65.7,8.7,7,Three Wheeler,2022
VH-01080,3W-Electric,Maharashtra,Kolhapur,29-12-2023,58.2,7.2,3,Three Wheeler,2023
VH-00843,3W-Electric,Punjab,Chandigarh,25-09-2024,58.8,7.8,6,Three Wheeler,2024
VH-00709,3W-Electric,Haryana,Gurugram,06-03-2022,40,7.6,7,Three Wheeler,2022
VH-00178,3W-Electric,Gujarat,Ahmedabad,09-10-2022,76.3,7.3,2,Three Wheeler,2022
VH-00572,3W-Electric,Madhya Pradesh,Ujjain,27-04-2023,66.3,8,4,Three Wheeler,2023
VH-00413,3W-Electric,Madhya Pradesh,Indore,10-05-2021,66.5,8.2,7,Three Wheeler,2021
VH-00014,3W-Electric,Karnataka,Bengaluru,16-08-2022,44.7,6.5,2,Three Wheeler,2022
VH-00484,3W-Electric,Rajasthan,Jodhpur,18-05-2024,37.6,7.8,6,Three Wheeler,2024
VH-00537,3W-Electric,Rajasthan,Bikaner,08-05-2021,62.5,6.4,7,Three Wheeler,2021
VH-00112,3W-Electric,Delhi,Gurugram,28-01-2022,90.3,6.3,5,Three Wheeler,2022
VH-01022,3W-Electric,Tamil Nadu,Vellore,01-08-2021,42.1,7.5,5,Three Wheeler,2021
VH-01030,3W-Electric,Rajasthan,Bikaner,25-12-2024,64.8,8.6,7,Three Wheeler,2024
VH-00073,3W-Electric,Madhya Pradesh,Gwalior,28-06-2022,45.1,6.3,5,Three Wheeler,2022
VH-00516,3W-Electric,West Bengal,Howrah,18-04-2021,46.9,9,2,Three Wheeler,2021
VH-01093,3W-Electric,Tamil Nadu,Vellore,24-07-2021,37.1,8.4,4,Three Wheeler,2021
VH-00341,3W-Electric,Maharashtra,Thane,19-06-2024,90.6,6.1,5,Three Wheeler,2024
VH-00347,3W-Electric,Rajasthan,Bikaner,29-04-2022,105.8,7.4,2,Three Wheeler,2022
VH-01162,3W-Electric,Tamil Nadu,Chennai,08-11-2023,26.7,6.2,5,Three Wheeler,2023
VH-00460,3W-Electric,Maharashtra,Aurangabad,17-03-2024,38.5,8.6,5,Three Wheeler,2024
VH-00027,3W-Electric,Rajasthan,Jodhpur,10-11-2023,28.1,8.5,5,Three Wheeler,2023
VH-00056,3W-Electric,Rajasthan,Jaipur,28-01-2022,61.9,6.7,3,Three Wheeler,2022
VH-00464,3W-Electric,Andhra Pradesh,Visakhapatnam,20-06-2023,87.4,7.5,5,Three Wheeler,2023
VH-00744,3W-Electric,Madhya Pradesh,Jabalpur,27-06-2021,42.4,6.2,2,Three Wheeler,2021
VH-00041,3W-Electric,Punjab,Amritsar,13-09-2024,47,68.8,5,Three Wheeler,2024
VH-00397,3W-Electric,Delhi,Dwarka,29-01-2024,98.1,7.3,7,Three Wheeler,2024
VH-00179,3W-Electric,Andhra Pradesh,Kurnool,28-01-2022,79.1,6.9,3,Three Wheeler,2022
VH-00571,3W-Electric,Kerala,Kozhikode,11-09-2022,32.4,6.7,3,Three Wheeler,2022
VH-00372,3W-Electric,Punjab,Chandigarh,04-10-2024,59.1,6.5,7,Three Wheeler,2024
VH-00812,3W-Electric,Madhya Pradesh,Jabalpur,08-07-2021,67.5,8.6,4,Three Wheeler,2021
VH-01176,3W-Electric,Telangana,Khammam,27-11-2023,58.8,6.8,2,Three Wheeler,2023
VH-00004,3W-Electric,Maharashtra,Pune,22-04-2022,75.2,8.1,6,Three Wheeler,2022
VH-01112,3W-Electric,Tamil Nadu,Tiruchirappalli,03-07-2023,40.8,6.9,3,Three Wheeler,2023
VH-00718,3W-Electric,Telangana,Nizamabad,28-03-2024,32.4,7.5,7,Three Wheeler,2024
VH-00077,3W-Electric,West Bengal,Durgapur,16-12-2022,68,7.5,2,Three Wheeler,2022
VH-00633,3W-Electric,Tamil Nadu,Salem,09-03-2023,80.8,8.4,4,Three Wheeler,2023
VH-00222,3W-Electric,Punjab,Amritsar,29-09-2022,53.9,8.6,6,Three Wheeler,2022
VH-00618,3W-Electric,Maharashtra,Nashik,18-11-2024,36.7,8.5,6,Three Wheeler,2024
VH-01140,3W-Electric,Kerala,Kochi,14-02-2023,94.6,7.2,5,Three Wheeler,2023
VH-00162,3W-Electric,Madhya Pradesh,Jabalpur,11-06-2023,47.9,8.1,3,Three Wheeler,2023
VH-01150,3W-Electric,Delhi,Noida,21-06-2021,26.7,6.2,4,Three Wheeler,2021
VH-00972,3W-Electric,West Bengal,Asansol,10-11-2024,55.7,8.5,5,Three Wheeler,2024
VH-00166,3W-Electric,Delhi,Noida,10-08-2023,40.8,8.4,6,Three Wheeler,2023
VH-00395,3W-Electric,Delhi,Noida,15-12-2024,74.4,8.3,5,Three Wheeler,2024
VH-00039,3W-Electric,Gujarat,Ahmedabad,07-03-2024,84.9,8.3,2,Three Wheeler,2024
VH-00947,3W-Electric,Punjab,Ludhiana,12-06-2024,69.5,8.6,5,Three Wheeler,2024
VH-00036,3W-Electric,Kerala,Thiruvananthapuram,05-02-2023,37,7.9,3,Three Wheeler,2023
VH-00379,3W-Electric,Kerala,Thrissur,29-11-2021,57,6.7,3,Three Wheeler,2021
VH-00738,3W-Electric,Uttar Pradesh,Lucknow,24-02-2023,29.4,8,2,Three Wheeler,2023
VH-00914,3W-Electric,Gujarat,Bhavnagar,06-07-2022,44.7,8.7,7,Three Wheeler,2022
VH-00394,3W-Electric,Haryana,Panipat,09-10-2021,44.1,8.8,2,Three Wheeler,2021
VH-00134,3W-Electric,West Bengal,Kolkata,05-11-2021,63.8,7,3,Three Wheeler,2021
VH-00168,3W-Electric,Haryana,Panipat,26-09-2023,30.6,8.3,3,Three Wheeler,2023
VH-00997,3W-Electric,Maharashtra,Mumbai,02-11-2023,37.3,6.3,5,Three Wheeler,2023
VH-00095,3W-Electric,Haryana,Faridabad,25-04-2023,70.4,7,2,Three Wheeler,2023
VH-00646,3W-Electric,Kerala,Kollam,27-07-2023,18.5,7.6,2,Three Wheeler,2023
VH-00024,3W-Electric,Telangana,Nizamabad,27-06-2022,72.6,8.8,3,Three Wheeler,2022
VH-00174,3W-Electric,Gujarat,Rajkot,20-09-2022,72.1,6,7,Three Wheeler,2022
VH-00820,3W-Electric,Punjab,Patiala,15-07-2024,83.9,6.6,6,Three Wheeler,2024
VH-00735,3W-Electric,Uttar Pradesh,Lucknow,30-04-2024,-2.8,6.9,3,Three Wheeler,2024
VH-00901,3W-Electric,Gujarat,Rajkot,14-04-2023,35.5,7.6,7,Three Wheeler,2023
VH-00701,3W-Electric,Kerala,Kochi,22-08-2022,35.2,6.5,2,Three Wheeler,2022
VH-01073,3W-Electric,Karnataka,Belagavi,14-06-2022,47.8,6.4,5,Three Wheeler,2022
VH-00243,3W-Electric,Kerala,Kochi,16-07-2024,54.7,6.4,6,Three Wheeler,2024
VH-00370,3W-Electric,Andhra Pradesh,Tirupati,03-05-2024,1.8,7.3,7,Three Wheeler,2024
VH-01195,3W-Electric,Gujarat,Surat,20-06-2024,67.8,6.8,4,Three Wheeler,2024
VH-00515,3W-Electric,Kerala,Thiruvananthapuram,14-04-2021,21,8,7,Three Wheeler,2021
VH-00564,3W-Electric,Tamil Nadu,Madurai,20-08-2021,74,8.5,2,Three Wheeler,2021
VH-00561,3W-Electric,Tamil Nadu,Vellore,08-01-2021,43.4,8.1,2,Three Wheeler,2021
VH-00845,3W-Electric,Andhra Pradesh,Guntur,30-12-2021,48,7.9,7,Three Wheeler,2021
VH-01021,3W-Electric,Uttar Pradesh,Meerut,17-11-2024,21.1,6,6,Three Wheeler,2024
VH-00865,3W-Electric,Delhi,Rohini,16-07-2021,38.2,8.7,2,Three Wheeler,2021
VH-00837,3W-Electric,Maharashtra,Mumbai,16-04-2024,77.3,7.5,7,Three Wheeler,2024
VH-00279,3W-Electric,Gujarat,Gandhinagar,07-03-2023,82.9,6.9,5,Three Wheeler,2023
VH-01057,3W-Electric,Rajasthan,Jodhpur,20-09-2024,50.6,8.3,4,Three Wheeler,2024
VH-00986,3W-Electric,Andhra Pradesh,Visakhapatnam,01-08-2021,58.2,7.5,5,Three Wheeler,2021
VH-00743,3W-Electric,Gujarat,Bhavnagar,24-04-2023,61,6.9,6,Three Wheeler,2023
VH-00592,3W-Electric,Uttar Pradesh,Agra,30-01-2023,30.1,7,4,Three Wheeler,2023
VH-00381,3W-Electric,Telangana,Karimnagar,29-06-2023,48,8,6,Three Wheeler,2023
VH-00239,3W-Electric,Tamil Nadu,Salem,03-06-2021,59,8.7,5,Three Wheeler,2021
VH-00599,3W-Electric,Punjab,Chandigarh,14-10-2021,71.9,6.5,7,Three Wheeler,2021
VH-00450,3W-Electric,West Bengal,Durgapur,04-02-2024,41.3,7.2,7,Three Wheeler,2024
VH-00171,3W-Electric,Gujarat,Ahmedabad,13-04-2023,55.2,6.3,5,Three Wheeler,2023
VH-00732,3W-Electric,Rajasthan,Bikaner,17-04-2021,56.3,6.4,5,Three Wheeler,2021
VH-00603,3W-Electric,Gujarat,Ahmedabad,19-01-2021,48.5,6.6,3,Three Wheeler,2021
VH-01165,3W-Electric,Maharashtra,Pune,24-08-2023,24.5,6,6,Three Wheeler,2023
VH-00265,3W-Electric,Rajasthan,Bikaner,04-07-2021,72,6.1,4,Three Wheeler,2021
VH-00202,3W-Electric,Tamil Nadu,Madurai,27-05-2021,74.7,9,2,Three Wheeler,2021
VH-01015,3W-Electric,Kerala,Thiruvananthapuram,05-09-2021,78.5,8,5,Three Wheeler,2021
VH-00829,3W-Electric,Rajasthan,Jodhpur,30-04-2022,78.3,8.1,6,Three Wheeler,2022
VH-01036,3W-Electric,Maharashtra,Mumbai,01-07-2022,30.7,6.4,3,Three Wheeler,2022
VH-00058,3W-Electric,Delhi,Noida,04-06-2021,51.7,7,5,Three Wheeler,2021
VH-00956,3W-Electric,Rajasthan,Kota,03-12-2022,63.4,8.6,5,Three Wheeler,2022
VH-00283,3W-Electric,Maharashtra,Thane,28-06-2023,45.8,6.3,5,Three Wheeler,2023
VH-00302,3W-Electric,Rajasthan,Ajmer,15-05-2021,46.9,6.4,3,Three Wheeler,2021
VH-01087,3W-Electric,Madhya Pradesh,Ujjain,26-11-2021,52.3,6.2,3,Three Wheeler,2021
VH-00501,3W-Electric,Tamil Nadu,Tiruchirappalli,23-02-2024,60.3,8.3,4,Three Wheeler,2024
VH-00765,3W-Electric,Maharashtra,Aurangabad,02-09-2021,77.8,8.4,2,Three Wheeler,2021
VH-00234,3W-Electric,Kerala,Thrissur,22-04-2023,58.3,68.8,2,Three Wheeler,2023
VH-00677,3W-Electric,Madhya Pradesh,Indore,23-11-2023,47.9,8.2,3,Three Wheeler,2023
VH-00775,3W-Electric,Haryana,Gurugram,05-04-2021,39,8.1,5,Three Wheeler,2021
VH-00859,3W-Electric,Karnataka,Hubli,08-02-2023,73,7.3,3,Three Wheeler,2023
VH-00925,3W-Electric,Madhya Pradesh,Gwalior,04-11-2021,38.9,6.2,6,Three Wheeler,2021
VH-01164,3W-Electric,Madhya Pradesh,Bhopal,08-03-2023,57.4,8.5,2,Three Wheeler,2023
VH-00913,3W-Electric,Haryana,Yamunanagar,30-03-2022,44.1,6.8,7,Three Wheeler,2022
VH-01173,3W-Electric,Gujarat,Gandhinagar,12-10-2024,57.4,8.3,2,Three Wheeler,2024
VH-01098,3W-Electric,Rajasthan,Jodhpur,29-12-2024,69.3,6.4,7,Three Wheeler,2024
VH-00089,3W-Electric,Karnataka,Bengaluru,23-01-2024,59.5,6.5,2,Three Wheeler,2024
VH-00747,3W-Electric,Madhya Pradesh,Bhopal,08-02-2024,34.1,7.6,6,Three Wheeler,2024
VH-01046,3W-Electric,Andhra Pradesh,Kurnool,01-02-2022,45.5,8.9,4,Three Wheeler,2022
VH-00563,3W-Electric,Telangana,Warangal,02-08-2023,57.3,6.2,4,Three Wheeler,2023
VH-00623,3W-Electric,Tamil Nadu,Tiruchirappalli,06-03-2024,33.5,8.1,5,Three Wheeler,2024
VH-00443,3W-Electric,Gujarat,Ahmedabad,12-10-2021,63.3,6.2,3,Three Wheeler,2021
VH-00869,3W-Electric,Karnataka,Bengaluru,16-12-2021,57,8.7,7,Three Wheeler,2021
VH-00690,3W-Electric,Karnataka,Shivamogga,04-10-2022,40.8,7.1,2,Three Wheeler,2022
VH-01051,3W-Electric,Uttar Pradesh,Allahabad,23-03-2021,53.1,6.3,3,Three Wheeler,2021
VH-00610,3W-Electric,Tamil Nadu,Coimbatore,23-06-2024,64.1,8.6,6,Three Wheeler,2024
VH-00082,3W-Electric,Andhra Pradesh,Kurnool,12-07-2022,66.1,8,4,Three Wheeler,2022
VH-01111,3W-Electric,West Bengal,Kolkata,11-06-2024,58.2,6.2,7,Three Wheeler,2024
VH-00905,3W-Electric,Maharashtra,Nagpur,16-02-2022,18.4,6.6,2,Three Wheeler,2022
VH-00761,3W-Electric,West Bengal,Howrah,04-01-2024,58.2,8.2,4,Three Wheeler,2024
VH-00919,3W-Electric,Uttar Pradesh,Agra,14-08-2023,60.3,8.9,4,Three Wheeler,2023
VH-00451,3W-Electric,Kerala,Thiruvananthapuram,06-06-2023,73.4,7.4,7,Three Wheeler,2023
VH-00256,3W-Electric,Uttar Pradesh,Agra,27-02-2023,51.2,7.1,5,Three Wheeler,2023
VH-01127,3W-Electric,Haryana,Gurugram,30-04-2023,40.2,6.4,4,Three Wheeler,2023
VH-01072,3W-Electric,Karnataka,Bengaluru,31-05-2022,90.4,8.6,6,Three Wheeler,2022
VH-00588,3W-Electric,Andhra Pradesh,Kurnool,24-03-2023,76.2,7.5,3,Three Wheeler,2023
VH-01193,3W-Electric,Delhi,Dwarka,19-10-2023,29,8.4,7,Three Wheeler,2023

