Session_ID,Station_ID,Session_Date,Energy_Consumed_kWh,Charging_Duration_Mins,Revenue_INR,Peak_Hour_Flag,User_Rating
SES-001344,ST-0004,2023-04-05,72.42,29.0,1832.24,Yes,4.5
SES-001499,ST-0297,2024-05-17,5.79,15.8,69.48,No,3.2
SES-000133,ST-0226,2023-05-10,2.8,50.9,22.39,No,3.7
SES-001075,ST-0242,2023-04-16,68.12,27.2,1498.65,No,3.4
SES-000973,ST-0214,2024-09-07,16.38,44.7,226.04,Yes,3.4
SES-001263,ST-0003,2024-12-17,28.75,28.8,595.13,Yes,3.8
SES-000451,ST-0045,2023-04-09,107.55,43.0,2366.08,No,4.7
SES-000032,ST-0106,2024-06-19,52.36,20.9,1151.91,No,3.8
SES-000122,ST-0105,2023-03-01,20.13,20.1,362.35,No,3.8
SES-001236,ST-0274,2024-08-17,2.26,41.0,18.06,No,4.8
SES-001376,ST-0172,2023-12-16,1.91,34.7,15.26,No,3.5
SES-001479,ST-0228,2024-06-17,28.7,28.7,516.54,No,4.6
SES-001327,ST-0141,2023-03-16,13.37,36.5,184.5,Yes,4.2
SES-001113,ST-0027,2024-02-07,14.8,40.4,177.65,No,3.6
SES-001350,ST-0068,2023-05-13,1.21,21.9,9.64,No,4.6
SES-001348,ST-0004,2023-07-04,57.6,23.0,1457.3,Yes,3.6
SES-000256,ST-0048,2024-08-25,96.34,38.5,2437.47,Yes,3.5
SES-000893,ST-0299,2024-03-02,3.02,54.9,24.17,No,3.7
SES-000360,ST-0282,2023-09-29,3.9,70.8,31.16,No,4.4
SES-000052,ST-0040,2023-03-31,1.96,35.6,15.64,No,5.0
SES-000876,ST-0122,2023-08-24,90.42,36.2,1989.26,No,3.9
SES-000939,ST-0113,2024-11-30,20.32,,365.67,No,3.2
SES-000773,ST-0110,2023-02-23,29.48,29.5,,Yes,4.6
SES-001127,ST-0154,2023-06-01,7.86,21.4,108.48,Yes,3.7
SES-001220,ST-0272,2024-11-25,40.88,40.9,,Yes,4.3
SES-000680,ST-0122,2024-07-15,44.17,17.7,1117.43,Yes,3.7
SES-000806,ST-0123,2024-07-19,41.62,41.6,749.21,No,3.2
SES-000125,ST-0196,2023-11-18,3.4,61.8,27.21,No,4.9
SES-000405,ST-0024,2023-11-14,21.8,21.8,392.36,No,4.9
SES-000731,ST-0144,2023-04-14,2.34,42.6,18.73,No,3.3
SES-001312,ST-0228,2023-03-14,29.57,29.6,532.28,No,3.6
SES-000832,ST-0072,2024-12-04,9.24,25.2,110.92,No,4.6
SES-001072,ST-0146,2024-05-22,11.77,32.1,141.21,No,3.0
SES-000726,ST-0050,2023-02-06,,23.7,104.19,No,3.9
SES-000588,ST-0028,2024-07-29,1.52,27.7,12.17,No,4.1
SES-000608,ST-0033,2024-01-21,46.68,18.7,1180.95,Yes,3.0
SES-000434,ST-0052,2024-12-31,41.8,41.8,752.37,No,4.4
SES-000675,ST-0019,2024-07-31,48.33,48.3,870.0,No,3.5
SES-001288,ST-0102,2023-04-19,9.59,26.2,132.37,Yes,4.9
SES-000361,ST-0275,2023-03-26,35.42,35.4,637.61,No,3.7
SES-001100,ST-0124,2024-05-20,13.44,36.7,185.53,Yes,3.2
SES-000467,ST-0188,2024-12-11,48.74,48.7,877.37,No,3.1
SES-000300,ST-0210,2023-11-16,43.51,43.5,900.64,Yes,4.0
SES-000494,ST-0115,2023-09-08,33.4,33.4,601.16,No,3.2
SES-000528,ST-0017,2024-03-13,11.13,30.4,153.62,Yes,4.9
SES-001193,ST-0068,2024-12-13,1.88,34.1,15.01,No,4.7
